title,bagofwords
Dragged Across Concrete,action crime drama s.craigzahler melgibson vincevaughn torykittles michaeljaiwhite action crime drama s.craigzahler melgibson vincevaughn torykittles michaeljaiwhite two overzealous cops get suspended proper compensation must delve criminal underworld get force 
Anon,crime sci-fi thriller andrewniccol cliveowen afiyabennett morganallen jeffreymen crime sci-fi thriller andrewniccol cliveowen afiyabennett morganallen jeffreymen world without anonymity detective meets woman threatens security crime 
The Guernsey Literary and Potato Peel Pie Society,drama romance war mikenewell jessicabrownfindlay tomcourtenay michielhuisman katherineparkinson drama romance war mikenewell jessicabrownfindlay tomcourtenay michielhuisman katherineparkinson world war ii writer forms unexpected bond guernsey island war write residents experiences decides book aftermath 
The Perfection,drama horror music richardshepard mariemaskell allisonwilliams christinajastrzembska glynisdavies drama horror music richardshepard mariemaskell allisonwilliams christinajastrzembska glynisdavies troubled musical prodigy charlotte seeks new star pupil sinister path shocking consequences former school encounter sends musicians elizabeth 
Night School,comedy malcolmd.lee kevinhart tiffanyhaddish robriggle romanymalco comedy malcolmd.lee kevinhart tiffanyhaddish robriggle romanymalco high school dropouts finish high school attend night school ged exam pass hope group forced 
Peter Rabbit,animation adventure comedy willgluck jamescorden fayssalbazzi domhnallgleeson sia animation adventure comedy willgluck jamescorden fayssalbazzi domhnallgleeson sia rebellious rabbit trying vegetable garden feature adaptation classic tale beatrix potter sneak farmer 
Sierra Burgess Is a Loser,comedy drama romance iansamuels shannonpurser kristinefroseth rjcyler noahcentineo comedy drama romance iansamuels shannonpurser kristinefroseth rjcyler noahcentineo biggest loser must come together mistaken identity results unexpected romance popular girl high school win crushes case 
Operation Finale,biography drama history chrisweitz oscarisaac benkingsley mélanielaurent liorraz biography drama history chrisweitz oscarisaac benkingsley mélanielaurent liorraz secret agents set nazi officer track team masterminded holocaust 
Smallfoot,animation adventure comedy kareykirkpatrick jasonreisig channingtatum jamescorden zendaya common animation adventure comedy kareykirkpatrick jasonreisig channingtatum jamescorden zendaya common elusive creatures known yeti really humans exist convinced 
Summer of 84,drama horror mystery françoissimard anoukwhissell yoann-karlwhissell grahamverchere judahlewis calebemery corygruter-andrew drama horror mystery françoissimard anoukwhissell yoann-karlwhissell grahamverchere judahlewis calebemery corygruter-andrew teenage friends spend police officer neighbor things get dangerous get closer summer spying serial killer gathering evidence truth suspecting group discovering 
Under the Silver Lake,crime drama mystery davidrobertmitchell andrewgarfield rileykeough tophergrace calliehernandez crime drama mystery davidrobertmitchell andrewgarfield rileykeough tophergrace calliehernandez pool one night mysterious woman swimming disenchanted young man next morning conspiracy far across la sam sets sam way uncovers finds find disappears bizarre apartment along 
Overboard,comedy romance robgreenberg eugenioderbez annafaris evalongoria johnhannah comedy romance robgreenberg eugenioderbez annafaris evalongoria johnhannah wealthy yacht owner mistreated employee convinces thrown overboard class husband working spoiled memory loses 
Life of the Party,comedy benfalcone melissamccarthy mattwalsh mollygordon benfalcone comedy benfalcone melissamccarthy mattwalsh mollygordon benfalcone husband abruptly asks aged mother returns order middle divorce degree complete college 
Hold the Dark,action drama thriller jeremysaulnier jeffreywright alexanderskarsgård jamesbadgedale rileykeough action drama thriller jeremysaulnier jeffreywright alexanderskarsgård jamesbadgedale rileykeough writer russell core three children suspected old boy missing six alaskan wilderness year wolves track son mother locate killed hired deaths 
Boy Erased,biography drama joeledgerton lucashedges nicolekidman joeledgerton russellcrowe biography drama joeledgerton lucashedges nicolekidman joeledgerton russellcrowe supported gay conversion program baptist preacher unwillingly participates forcibly outed son parents church 
Stan & Ollie,biography comedy drama jons.baird stevecoogan johnc.reilly shirleyhenderson ninaarianda biography comedy drama jons.baird stevecoogan johnc.reilly shirleyhenderson ninaarianda grueling theatre tour famous comedy duo war britain swan song film careers world reignite post laurel hardy embark becomes attempt 
Replicas,drama sci-fi thriller jeffreynachmanoff keanureeves aliceeve thomasmiddleditch johnortiz drama sci-fi thriller jeffreynachmanoff keanureeves aliceeve thomasmiddleditch johnortiz scientist becomes obsessed traffic accident family members bringing back died 
Holmes & Watson,comedy crime mystery etancohen willferrell johnc.reilly ralphfiennes rebeccahall comedy crime mystery etancohen willferrell johnc.reilly ralphfiennes rebeccahall classic mysteries featuring sherlock holmes sir arthur conan doyle humorous take doctor watson 
The Hate U Give,crime drama georgetillmanjr. amandlastenberg reginahall russellhornsby anthonymackie crime drama georgetillmanjr. amandlastenberg reginahall russellhornsby anthonymackie childhood best friend khalil starr must find starr witnesses police officer fatal shooting facing pressure voice stand sides right hands community 
Mute,mystery sci-fi thriller duncanjones alexanderskarsgård paulrudd justintheroux levieisenblätter mystery sci-fi thriller duncanjones alexanderskarsgård paulrudd justintheroux levieisenblätter mute bartender goes missing partner happened gangsters find effort city 
The Open House,horror thriller mattangel suzannecoote dylanminnette pierceydalton patriciabethune sharifatkins horror thriller mattangel suzannecoote dylanminnette pierceydalton patriciabethune sharifatkins threatening forces new house mother find teenager move besieged 
White Boy Rick,"crime drama yanndemange matthewmcconaughey richiemerritt belpowley jenniferjasonleigh crime drama yanndemange matthewmcconaughey richiemerritt belpowley jenniferjasonleigh teenager richard wershe jr ., undercover informant ultimately arrested trafficking story sentenced prison life fbi drug became 1980s "
Winchester,biography drama horror michaelspierig peterspierig helenmirren sarahsnook finnscicluna-o'prey jasonclarke biography drama horror michaelspierig peterspierig helenmirren sarahsnook finnscicluna-o'prey jasonclarke eccentric firearm heiress sarah winchester winchester repeating rifle sprawling san jose dame helen mirren people killed california mansion souls haunted ensconced believes 
High Life,adventure drama horror clairedenis robertpattinson juliettebinoche andré3000 miagoth adventure drama horror clairedenis robertpattinson juliettebinoche andré3000 miagoth deep space daughter struggle survive live isolation father 
Everybody Knows,crime drama mystery asgharfarhadi penélopecruz javierbardem ricardodarín eduardfernández crime drama mystery asgharfarhadi penélopecruz javierbardem ricardodarín eduardfernández spanish woman living hometown outside madrid unexpected events two children buenos aires bring secrets wedding upset trip sister returns open laura however attend 
On the Basis of Sex,biography drama mimileder felicityjones armiehammer justintheroux samwaterston biography drama mimileder felicityjones armiehammer justintheroux samwaterston supreme court associate justice ruth bader ginsburg true story historic career equal rights early cases u struggles nomination lead confirmation 
At Eternity's Gate,biography drama julianschnabel willemdafoe rupertfriend oscarisaac madsmikkelsen biography drama julianschnabel willemdafoe rupertfriend oscarisaac madsmikkelsen painter vincent van gogh time sur oise look lived life france auvers arles 
The Nutcracker and the Four Realms,adventure family fantasy lassehallström joejohnston mackenziefoy keiraknightley morganfreeman helenmirren adventure family fantasy lassehallström joejohnston mackenziefoy keiraknightley morganfreeman helenmirren young girl magical world gingerbread soldiers transported mice army 
The 15:17 to Paris,biography drama thriller clinteastwood alekskarlatos anthonysadler spencerstone raycorasani biography drama thriller clinteastwood alekskarlatos anthonysadler spencerstone raycorasani three courageous young americans paris bound train attempted terrorist attack greatest weapon saved prevented lives friendship board 
22 July,crime drama history paulgreengrass andersdanielsenlie jonasstrandgravli jonøigarden mariabock crime drama history paulgreengrass andersdanielsenlie jonasstrandgravli jonøigarden mariabock worst terrorist attack 22 july looks seventy people political system part story horrific case worked three survivors norway lawyers killed disaster 
Slender Man,horror mystery thriller sylvainwhite joeyking juliagoldanitelles jazsinclair annalisebasso horror mystery thriller sylvainwhite joeyking juliagoldanitelles jazsinclair annalisebasso mysteriously goes missing small town slender man internet lore actually exist prove one massachusetts group friends fascinated attempt 
Dumplin',"comedy drama annefletcher daniellemacdonald jenniferaniston odeyarush maddiebaillio comedy drama annefletcher daniellemacdonald jenniferaniston odeyarush maddiebaillio willowdean (' dumplin '), miss teen bluebonnet pageant small texas town size teenage daughter former beauty queen contestants follow pageant signs revolutionizing protest plus mom footsteps escalates "
