title,bagofwords
"Where'd You Go, Bernadette",comedy drama richardlinklater cateblanchett billycrudup emmanelson kristenwiig comedy drama richardlinklater cateblanchett billycrudup emmanelson kristenwiig loving mom becomes compelled triumphant rediscovery faith takes epic adventure creative passions years starts sacrificing reconnect life leap leads jump family 
The Aftermath,drama romance war jameskent keiraknightley nedwills pandoracolin jasonclarke drama romance war jameskent keiraknightley nedwills pandoracolin jasonclarke post world war ii war reconstruction tensions arise previously owned british colonel post wife live house hamburg german assigned 
Lady and the Tramp,adventure comedy drama charliebean tessathompson justintheroux samelliott ashleyjensen adventure comedy drama charliebean tessathompson justintheroux samelliott ashleyjensen sheltered uptown cocker spaniel dog streetwise downtown mutt romantic tale 
Saint Maud,drama horror mystery roseglass morfyddclark caoilfhionndunne jenniferehle marcushutton drama horror mystery roseglass morfyddclark caoilfhionndunne jenniferehle marcushutton becomes dangerously obsessed pious nurse dying patient soul saving follows 
Sorry We Missed You,drama kenloach krishitchen debbiehoneywood rhysstone katieproctor drama kenloach krishitchen debbiehoneywood rhysstone katieproctor uk delivery driver wife struggling vicious circle labour exploitation gig economy financial woes family end day form trapped solve self raise modern hoping hard employment 
The Assistant,drama kittygreen juliagarner owenholland jonorsini rorykulz drama kittygreen juliagarner owenholland jonorsini rorykulz threatens every aspect grows increasingly aware searing look powerful executive jane follows insidious abuse daily routine position life day assistant 
The Goldfinch,"drama johncrowley oakesfegley anselelgort nicolekidman jeffreywright drama johncrowley oakesfegley anselelgort nicolekidman jeffreywright wealthy family new york metropolitan museum goldfinch ', eventually draws world taken steals rush panic painting mother killed crime boy bombing art "
Black and Blue,action crime thriller deontaylor naomieharris tyresegibson frankgrillo mikecolter action crime thriller deontaylor naomieharris tyresegibson frankgrillo mikecolter witnesses two corrupt cops committing murder rookie new orleans police officer black woman identity forced balance 
Swallow,drama mystery thriller carlomirabella-davis haleybennett austinstowell deniso'hare elizabethmarvel drama mystery thriller carlomirabella-davis haleybennett austinstowell deniso'hare elizabethmarvel newly pregnant housewife dark secret behind consume dangerous objects new obsession must confront increasingly compelled family tighten life husband hunter finds control 
Noelle,adventure comedy family marclawrence annakendrick shirleymaclaine billhader kingsleyben-adir adventure comedy family marclawrence annakendrick shirleymaclaine billhader kingsleyben-adir gets cold feet daughter must take father retires family business santa role santa supposed inherit brother 
Brittany Runs a Marathon,comedy drama pauldownscolaizzo jillianbell jenniferdundas patchdarragh alicelee comedy drama pauldownscolaizzo jillianbell jenniferdundas patchdarragh alicelee new york city marathon young woman decides make positive changes training life 
The Kitchen,action crime drama andreaberloff melissamccarthy tiffanyhaddish elisabethmoss domhnallgleeson action crime drama andreaberloff melissamccarthy tiffanyhaddish elisabethmoss domhnallgleeson new york gangsters 1970s continue wives rackets prison operate locked kitchen husbands hell 
Wounds,drama horror mystery babakanvari armiehammer zaziebeetz karlglusman christinrankins drama horror mystery babakanvari armiehammer zaziebeetz karlglusman christinrankins phone left behind mysterious things begin new orleans picks happen disturbing bartender bar 
Falling Inn Love,comedy romance rogerkumble christinamilian adamdemos jeffreybowyer-chapman annajullienne comedy romance rogerkumble christinamilian adamdemos jeffreybowyer-chapman annajullienne city girl gabriela spontaneously enters rustic new zealand inn bighearted contractor jake taylor wins teams flip fix contest 
The Hole in the Ground,drama horror mystery leecronin seánakerslake jamesquinnmarkey katioutinen davidcrowley drama horror mystery leecronin seánakerslake jamesquinnmarkey katioutinen davidcrowley single mother living increasingly disturbing behavior mysterious sinkhole irish countryside forest behind son begins son suspect may linked house fears 
The Room,drama horror mystery christianvolckman olgakurylenko kevinjanssens joshuawilson johnflanders drama horror mystery christianvolckman olgakurylenko kevinjanssens joshuawilson johnflanders unlimited number two miscarriages strange room since kate material wishes kate buy isolated house moving miss matt grants discover child 
The Personal History of David Copperfield,comedy drama armandoiannucci devpatel hughlaurie tildaswinton petercapaldi comedy drama armandoiannucci devpatel hughlaurie tildaswinton petercapaldi young orphan modern take many obstacles classic tale charles dickens triumph able 
A Dog's Way Home,adventure drama family charlesmartinsmith ashleyjudd jonahhauer-king edwardjamesolmos alexandrashipp adventure drama family charlesmartinsmith ashleyjudd jonahhauer-king edwardjamesolmos alexandrashipp female dog travels four hundred miles owner throughout colorado wilderness search 
Good Newwz,comedy rajmehta akshaykumar kareenakapoor diljitdosanjh kiaraadvani comedy rajmehta akshaykumar kareenakapoor diljitdosanjh kiaraadvani vitro fertilization upcoming babies two couples trouble ensues surnames pursue wait sperms mixed find couple 
The Last Black Man in San Francisco,drama joetalbot jimmiefails jonathanmajors robmorgan tichinaarnold drama joetalbot jimmiefails jonathanmajors robmorgan tichinaarnold young man searches changing city seems left home behind 
The Knight Before Christmas,adventure comedy drama monikamitchell vanessahudgens joshwhitehouse emmanuellechriqui ellakenion adventure comedy drama monikamitchell vanessahudgens joshwhitehouse emmanuellechriqui ellakenion high school science teacher medieval english knight magically transported day america present love falls disillusioned 
The Kid Who Would Be King,action adventure family joecornish louisashbourneserkis denisegough deanchaumoo tomtaylor action adventure family joecornish louisashbourneserkis denisegough deanchaumoo tomtaylor medieval menace kids embark epic quest thwart band 
Monos,adventure drama thriller alejandrolandes sofiabuenaventura juliángiraldo karenquintero lauracastrillón adventure drama thriller alejandrolandes sofiabuenaventura juliángiraldo karenquintero lauracastrillón conscripted milk cow remote mountaintop guns watch eight kids hostage 
Corpus Christi,drama jankomasa bartoszbielenia aleksandrakonieczna elizarycembel tomaszzietek drama jankomasa bartoszbielenia aleksandrakonieczna elizarycembel tomaszzietek criminal record prevents town parish spiritual transformation detention center daniel experiences small seminary minister intention giving dream decides applying although 
Come to Daddy,comedy horror mystery anttimpson elijahwood stephenmchattie garfieldwilson madeleinesami comedy horror mystery anttimpson elijahwood stephenmchattie garfieldwilson madeleinesami thirties travels remote cabin estranged father reconnect man 
Little Monsters,comedy horror sci-fi abeforsythe lupitanyong'o alexanderengland joshgad katstewart comedy horror sci-fi abeforsythe lupitanyong'o alexanderengland joshgad katstewart protect young children kids show personality sudden outbreak musician teams zombies washed teacher 
The Intruder,thriller deontaylor michaelealy meagangood dennisquaid josephsikora thriller deontaylor michaelealy meagangood dennisquaid josephsikora young married couple buys several acres let go beautiful house refuses property man land find bought 
Radioactive,biography drama romance marjanesatrapi rosamundpike yvettefeuer mirjamnovak ralphberkin biography drama romance marjanesatrapi rosamundpike yvettefeuer mirjamnovak ralphberkin incredible true story winning work nobel prize marie sklodowska world curie changed 
Earthquake Bird,crime drama mystery washwestmoreland aliciavikander kikisukezane kenichimasuda chiakikawamo crime drama mystery washwestmoreland aliciavikander kikisukezane kenichimasuda chiakikawamo presumed dead photographer boyfriend pat friend enigmatic translator dark past questioning missing ex ends came brought 
Unplanned,biography drama chuckkonzelman carysolomon ashleybratcher brooksryan robiascott jaredlotz biography drama chuckkonzelman carysolomon ashleybratcher brooksryan robiascott jaredlotz youngest planned parenthood clinic directors abby johnson ever wanted saw something help women changed everything woman right one nation day choose believed 
Holiday in the Wild,comedy drama romance erniebarbarash roblowe kristindavis fezilempela johnowenlowe comedy drama romance erniebarbarash roblowe kristindavis fezilempela johnowenlowe woman travels elephant conservationist continent alone african safari meets jilted husband eve embarking 
Black Christmas,horror mystery thriller sophiatakal imogenpoots aleyseshannon lilydonoghue brittanyo'grady horror mystery thriller sophiatakal imogenpoots aleyseshannon lilydonoghue brittanyo'grady young sorority pledges discover underground college conspiracy female students christmas break stranger stalked part killer group 
Point Blank,action crime drama joelynch frankgrillo stuartf.wilson busterreeves christiancooke action crime drama joelynch frankgrillo stuartf.wilson busterreeves christiancooke corrupt cops threatening unlikely partnership er nurse career criminal taking ring lives forced families 
